,30-Jun-26,USD,,,,,,,,,,,,,,,,,,,
,Today,6/16/2026,,,,,,,,,,,,,,,,,,,
,,,,30-Jun-25,31-Jul-25,31-Aug-25,30-Sep-25,31-Oct-25,30-Nov-25,31-Dec-25,31-Jan-26,28-Feb-26,31-Mar-26,30-Apr-26,31-May-26,30-Jun-26,30-Jun-26,30-Jun-26,,,
No.,Club,Categories,,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,Target,MTD,Projection,% Target,MoM,YoY
,HDY,TỔNG CHI PHÍ,TOTAL COST," 76,046 "," 84,961 "," 80,382 "," 82,094 "," 81,228 "," 77,669 "," 91,229 "," 70,531 "," 70,007 "," 76,844 "," 83,358 "," 74,766 "," 93,510 "," 37,748 "," 70,777 ",76%,-5%,-7%
,HDY,,,,,,,,,,,,,,,,,,,,
,HDY,CASH EBITDA,," 1,530 "," (8,697)", (991)," (6,545)"," (14,277)"," (26,028)"," (8,025)"," (16,421)"," (52,392)"," (20,353)"," (23,678)"," (30,938)"," (3,510)"," (21,608)"," (40,516)",-42%,-26%,-54%
,HDY,CASH EBITDA MARGIN,,2%,-11%,-1%,-9%,-21%,-50%,-10%,-30%,-297%,-36%,-40%,-71%,-4%,-134%,-134%,,,
,HDY,Staffing % Revenue,,26%,28%,29%,30%,36%,46%,31%,50%,155%,40%,43%,51%,27%,80%,80%,,,
,HDY,Fixed cost % Revenue,,18%,19%,19%,18%,21%,27%,18%,28%,67%,21%,25%,31%,16%,47%,47%,,,
,HDY,Fixed cost -Rental % Revenue,,23%,24%,23%,25%,28%,38%,22%,9%,122%,35%,33%,46%,22%,66%,66%,,,
,,,,,,,,,,,,,,,,,,,,,
19,TDU,Doanh thu NMS,NMS," 65,319 "," 55,130 "," 68,114 "," 54,519 "," 48,399 "," 52,455 "," 48,898 "," 25,691 "," 29,694 "," 78,467 "," 61,836 "," 77,233 "," 89,000 "," 30,546 "," 57,274 ",64%,-26%,-12%
,TDU,Doanh thu PT,PT," 76,986 "," 79,780 "," 55,597 "," 62,052 "," 48,711 "," 48,089 "," 67,702 "," 26,955 "," 8,677 "," 80,488 "," 73,572 "," 93,141 "," 113,000 "," 27,525 "," 51,610 ",46%,-45%,-33%
,TDU,Doanh thu Supplement,Supplement," 1,740 "," 1,821 "," 1,292 "," 1,380 "," 1,445 "," 1,528 "," 1,221 ", 703 , 189 , 118 , 59 ," 1,533 "," 5,000 ", 113 , 213 ,4%,-86%,-88%
,TDU,Doanh thu Y&I,Y&I," 3,117 ", -   ," 3,553 "," 3,332 "," 2,596 ", 22 ," 1,229 ", -   , 17 ," 2,266 ", -   ," 1,111 ", -   , -   , -   ,0%,-100%,-100%
,TDU,Doanh thu Hypoxi,Hypoxi, 56 ," 5,061 "," 3,677 "," 4,997 "," 4,525 "," 7,145 ", 512 , 308 ," 2,339 "," 10,101 "," 1,251 "," 4,037 "," 10,000 ", 631 ," 1,183 ",12%,-71%,2015%
,TDU,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,TDU,Doanh thu Califresh & Retail,Califresh and Retail," 7,078 "," 6,837 "," 7,345 "," 6,258 "," 6,618 "," 6,350 "," 7,038 "," 7,655 "," 3,397 "," 7,584 "," 7,538 "," 7,986 "," 8,000 "," 5,091 "," 9,545 ",119%,20%,35%
,TDU,TỔNG DOANH THU,TOTAL REVENUE," 154,295 "," 148,628 "," 139,578 "," 132,538 "," 112,294 "," 115,588 "," 126,600 "," 61,311 "," 44,312 "," 179,025 "," 144,255 "," 185,042 "," 225,000 "," 63,907 "," 119,825 ",53%,-35%,-22%
,TDU,,,,,,,,,,,,,,,,,,,,
,TDU,Chi phí biến đổi theo doanh thu,Total Variable Cost," 54,320 "," 59,661 "," 50,166 "," 47,991 "," 49,381 "," 47,453 "," 46,272 "," 30,343 "," 10,055 "," 62,977 "," 50,165 "," 50,859 "," 74,516 "," 21,165 "," 39,684 ",53%,-22%,-27%
,TDU,Chi phí lương,Total Staffing cost," 31,303 "," 32,070 "," 32,956 "," 34,941 "," 34,304 "," 32,090 "," 31,811 "," 32,238 "," 28,635 "," 37,422 "," 47,017 "," 49,745 "," 44,475 "," 25,803 "," 48,381 ",109%,-3%,55%
,TDU,Chi phí lương - NMS,Staffing - NMS," 6,586 "," 6,250 "," 6,747 "," 7,770 "," 6,647 "," 6,299 "," 6,788 "," 8,505 "," 6,069 "," 6,294 "," 8,217 "," 8,142 "," 6,825 "," 4,363 "," 8,180 ",120%,0%,24%
,TDU,Chi phí lương - PT,Staffing - PT," 11,311 "," 12,075 "," 12,023 "," 12,505 "," 13,008 "," 11,051 "," 10,069 "," 9,674 "," 9,448 "," 17,745 "," 17,784 "," 19,143 "," 17,095 "," 9,847 "," 18,464 ",108%,-4%,63%
,TDU,Chi phí lương - Hypoxi,Staffing - Hypoxi, 46 , 645 , 938 ," 1,040 "," 1,074 ", 954 , 710 , 812 , 769 , 830 , 742 , 532 , 742 , 340 , 637 ,86%,20%,1290%
,TDU,Chi phí lương - Califresh,Staffing - CAA," 1,021 "," 1,001 "," 1,011 ", 965 ," 1,265 "," 1,084 "," 1,128 "," 1,136 "," 1,097 ", 938 ," 1,542 "," 1,539 "," 1,611 ", 822 ," 1,541 ",96%,0%,51%
,TDU,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,TDU,Chi phí lương - Yoga,Staffing - Yoga," 5,383 "," 4,751 "," 5,042 "," 5,014 "," 5,154 "," 5,088 "," 5,740 "," 3,785 "," 3,809 "," 3,841 "," 7,671 "," 10,590 "," 7,671 "," 4,869 "," 9,130 ",119%,-14%,70%
,TDU,Chi phí lương - GX,Staffing - GX, 973 ," 1,202 "," 1,100 "," 1,064 "," 1,144 "," 1,163 "," 1,035 "," 1,191 "," 1,205 ", 871 ," 1,225 "," 1,421 "," 1,225 ", 706 ," 1,323 ",108%,-7%,36%
,TDU,Chi phí lương - MS,Staffing - MS," 5,424 "," 5,582 "," 5,615 "," 6,109 "," 5,535 "," 5,947 "," 5,840 "," 6,580 "," 5,706 "," 6,388 "," 9,330 "," 7,791 "," 8,801 "," 4,566 "," 8,561 ",97%,10%,58%
,TDU,Chi phí lương - CMO,Staffing - CMO, 560 , 563 , 479 , 474 , 477 , 504 , 500 , 555 , 532 , 515 , 505 , 586 , 505 , 291 , 546 ,108%,-7%,-3%
,TDU,Chi phí cố định,Total Fixed cost," 18,030 "," 21,425 "," 19,961 "," 19,176 "," 20,219 "," 20,989 "," 20,172 "," 22,992 "," 13,988 "," 16,190 "," 20,943 "," 20,321 "," 18,525 "," 11,004 "," 20,632 ",111%,2%,14%
,TDU,Sửa chữa & bảo trì,Repair & maintenance, 564 ," 2,331 ", 932 , 858 , 634 ," 1,309 ", 803 ," 1,052 ", 815 ," 1,019 "," 1,576 "," 1,487 "," 1,255 ", 817 ," 1,532 ",122%,3%,172%
,TDU,Vật tư tiêu hao,Supplies," 2,311 "," 2,285 "," 2,165 "," 2,305 "," 2,433 "," 2,529 "," 2,530 "," 2,206 "," 1,594 "," 1,620 "," 2,560 "," 3,534 "," 2,090 "," 1,625 "," 3,047 ",146%,-14%,32%
,TDU,Vật tư tiêu hao,Utilities," 4,985 "," 5,728 "," 5,820 "," 5,742 "," 6,272 "," 6,439 "," 6,209 "," 8,838 "," 1,949 "," 3,080 "," 4,343 "," 4,271 "," 3,712 "," 2,297 "," 4,307 ",116%,1%,-14%
,TDU,Chi phí chung khác,Other OH," 10,170 "," 11,080 "," 11,043 "," 10,270 "," 10,880 "," 10,712 "," 10,630 "," 10,897 "," 9,630 "," 10,471 "," 12,463 "," 11,029 "," 11,467 "," 6,265 "," 11,746 ",102%,7%,16%
,TDU,Giặt khăn,Laundry Service," 3,072 "," 3,011 "," 3,120 "," 3,122 "," 3,121 "," 3,264 "," 3,194 "," 3,034 "," 1,756 "," 2,673 "," 3,800 "," 3,698 "," 3,749 "," 1,999 "," 3,749 ",100%,1%,22%
,TDU,Bảo vệ,Security, 752 , 747 , 763 , 762 , 776 , 739 , 744 , 794 , 808 , 724 , 722 , 2 , 362 , 193 , 362 ,100%,16613%,-52%
,TDU,Vệ sinh,Cleaning_Center," 4,198 "," 4,183 "," 4,163 "," 4,159 "," 4,171 "," 4,174 "," 4,171 "," 4,860 "," 4,876 "," 5,037 "," 4,829 "," 4,853 "," 4,841 "," 2,582 "," 4,841 ",100%,0%,15%
,TDU,Khác,Others," 2,147 "," 3,140 "," 2,998 "," 2,227 "," 2,813 "," 2,535 "," 2,520 "," 2,210 "," 2,190 "," 2,038 "," 3,113 "," 2,476 "," 2,516 "," 1,490 "," 2,795 ",111%,13%,30%
,TDU,Chi phí cố định - Thuê,Total Fixed cost-rental," 57,847 "," 58,804 "," 59,811 "," 59,951 "," 61,173 "," 60,580 "," 59,970 "," 62,373 "," 63,696 "," 56,882 "," 59,179 "," 57,657 "," 58,418 "," 31,156 "," 58,418 ",100%,1%,1%
,TDU,Chi phí cố định - Khác,Total Fixed costs - Others," 2,434 "," 2,404 "," 2,257 "," 2,670 "," 2,308 "," 2,238 "," 2,423 "," 1,855 "," 2,855 "," 3,074 "," 2,643 "," 3,601 "," 3,122 "," 1,665 "," 3,122 ",100%,-13%,28%
,TDU,TỔNG CHI PHÍ,TOTAL COST," 163,934 "," 174,365 "," 165,150 "," 164,728 "," 167,386 "," 163,350 "," 160,649 "," 149,801 "," 119,229 "," 176,545 "," 179,946 "," 182,184 "," 199,055 "," 90,793 "," 170,237 ",86%,-7%,4%
,TDU,,,,,,,,,,,,,,,,,,,,
,TDU,CASH EBITDA,," (9,638)"," (25,737)"," (25,573)"," (32,190)"," (55,092)"," (47,761)"," (34,049)"," (88,490)"," (74,917)"," 2,480 "," (35,691)"," 2,858 "," 25,945 "," (26,886)"," (50,412)",-32%,-29%,-26%
,TDU,CASH EBITDA MARGIN,,-6%,-17%,-18%,-24%,-49%,-41%,-27%,-144%,-169%,1%,-25%,2%,12%,-42%,-42%,,,
,TDU,Staffing % Revenue,,20%,22%,24%,26%,31%,28%,25%,53%,65%,21%,33%,27%,20%,40%,40%,,,
,TDU,Fixed cost % Revenue,,12%,14%,14%,14%,18%,18%,16%,38%,32%,9%,15%,11%,8%,17%,17%,,,
,TDU,Fixed cost -Rental % Revenue,,37%,40%,43%,45%,54%,52%,47%,102%,144%,32%,41%,31%,26%,49%,49%,,,
,,,,,,,,,,,,,,,,,,,,,
20,GVC,Doanh thu NMS,NMS," 39,125 "," 35,335 "," 25,851 "," 22,241 "," 39,069 "," 33,021 "," 26,527 "," 21,810 "," 11,662 "," 23,540 "," 30,385 "," 14,960 "," 38,000 "," 6,792 "," 12,736 ",34%,-15%,-67%
,GVC,Doanh thu PT,PT," 51,158 "," 48,004 "," 18,285 "," 31,135 "," 20,614 "," 18,258 "," 24,902 "," 36,152 "," 2,827 "," 6,287 "," 16,177 "," 14,786 "," 41,000 "," 3,179 "," 5,961 ",15%,-60%,-88%
,GVC,Doanh thu Supplement,Supplement, 239 , 256 , 64 , 128 , 480 , -   , 222 , -   , 47 , -   , 254 , 188 ," 1,500 ", 67 , 125 ,8%,-34%,-48%
,GVC,Doanh thu Y&I,Y&I," 1,192 "," 1,205 ", -   , 920 , 245 , 673 , 476 ," 1,367 ", -   ," 2,058 "," 1,347 ", -   , -   , -   , -   ,0%,0%,-100%
,GVC,Doanh thu Hypoxi,Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 800 , -   , -   ,0%,0%,0%
,GVC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,GVC,Doanh thu Califresh & Retail,Califresh and Retail," 3,667 "," 3,921 "," 3,978 "," 4,006 "," 3,965 "," 4,191 "," 3,973 "," 3,759 ", 811 ," 3,717 "," 4,006 "," 2,141 "," 1,700 "," 1,207 "," 2,264 ",133%,6%,-38%
,GVC,TỔNG DOANH THU,TOTAL REVENUE," 95,380 "," 88,721 "," 48,178 "," 58,429 "," 64,373 "," 56,143 "," 56,100 "," 63,088 "," 15,347 "," 35,601 "," 52,169 "," 32,075 "," 83,000 "," 11,246 "," 21,086 ",25%,-34%,-78%
,GVC,,,,,,,,,,,,,,,,,,,,
,GVC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 31,446 "," 34,189 "," 21,903 "," 24,428 "," 28,616 "," 22,907 "," 24,952 "," 24,283 "," 5,136 "," 19,448 "," 17,330 "," 16,243 "," 36,783 "," 4,984 "," 9,345 ",25%,-42%,-70%
,GVC,Chi phí lương,Total Staffing cost," 25,136 "," 24,005 "," 23,486 "," 23,780 "," 21,601 "," 23,380 "," 23,106 "," 26,009 "," 23,291 "," 22,621 "," 24,907 "," 24,413 "," 22,698 "," 13,152 "," 24,660 ",109%,1%,-2%
,GVC,Chi phí lương - NMS,Staffing - NMS," 6,307 "," 5,458 "," 5,126 "," 5,531 "," 4,502 "," 4,581 "," 5,603 "," 5,854 "," 5,952 "," 5,104 "," 5,959 "," 5,387 "," 4,567 "," 3,026 "," 5,673 ",124%,5%,-10%
,GVC,Chi phí lương - PT,Staffing - PT," 8,389 "," 8,494 "," 7,570 "," 7,009 "," 6,383 "," 7,383 "," 7,087 "," 8,324 "," 6,617 "," 6,141 "," 6,927 "," 7,168 "," 6,238 "," 3,759 "," 7,048 ",113%,-2%,-16%
,GVC,Chi phí lương - Hypoxi,Staffing - Hypoxi, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,GVC,Chi phí lương - Califresh,Staffing - CAA, 720 , 866 , 952 ," 1,050 "," 1,014 "," 1,080 "," 1,118 "," 1,235 ", 834 ," 1,370 "," 1,300 "," 1,335 "," 1,369 ", 703 ," 1,318 ",96%,-1%,83%
,GVC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,GVC,Chi phí lương - Yoga,Staffing - Yoga," 3,947 "," 3,465 "," 3,642 "," 3,683 "," 3,583 "," 3,729 "," 3,414 "," 3,699 "," 3,707 "," 3,661 "," 3,648 "," 3,605 "," 3,648 "," 1,934 "," 3,626 ",99%,1%,-8%
,GVC,Chi phí lương - GX,Staffing - GX, 590 , 515 , 607 , 596 , 602 , 668 , 599 , 705 , 601 , 585 , 597 , 560 , 597 , 309 , 578 ,97%,3%,-2%
,GVC,Chi phí lương - MS,Staffing - MS," 4,623 "," 4,644 "," 5,109 "," 5,437 "," 5,039 "," 5,434 "," 4,785 "," 5,637 "," 5,048 "," 5,245 "," 5,971 "," 5,771 "," 5,775 "," 3,131 "," 5,871 ",102%,2%,27%
,GVC,Chi phí lương - CMO,Staffing - CMO, 560 , 563 , 479 , 474 , 477 , 504 , 500 , 555 , 532 , 515 , 505 , 586 , 505 , 291 , 546 ,108%,-7%,-3%
,GVC,Chi phí cố định,Total Fixed cost," 17,861 "," 16,686 "," 18,193 "," 18,312 "," 18,146 "," 18,418 "," 18,807 "," 17,504 "," 16,114 "," 14,627 "," 18,064 "," 17,814 "," 17,302 "," 9,567 "," 17,939 ",104%,1%,0%
,GVC,Sửa chữa & bảo trì,Repair & maintenance, 160 , 565 , 866 , 655 , 445 , 947 , 622 , 479 , 324 , 367 , 351 , 601 , 307 , 254 , 476 ,155%,-21%,198%
,GVC,Vật tư tiêu hao,Supplies," 1,538 "," 1,567 "," 1,889 "," 1,842 "," 1,999 "," 1,823 "," 2,417 "," 1,900 "," 1,439 "," 1,468 "," 1,704 "," 1,582 "," 1,841 ", 876 ," 1,643 ",89%,4%,7%
,GVC,Vật tư tiêu hao,Utilities," 8,975 "," 7,626 "," 8,459 "," 8,952 "," 8,431 "," 8,227 "," 8,203 "," 7,765 "," 7,637 "," 5,856 "," 8,643 "," 9,144 "," 8,024 "," 4,743 "," 8,894 ",111%,-3%,-1%
,GVC,Chi phí chung khác,Other OH," 7,188 "," 6,928 "," 6,978 "," 6,863 "," 7,271 "," 7,421 "," 7,566 "," 7,359 "," 6,714 "," 6,936 "," 7,366 "," 6,487 "," 7,130 "," 3,694 "," 6,926 ",97%,7%,-4%
,GVC,Giặt khăn,Laundry Service," 2,037 "," 1,950 "," 2,010 "," 2,055 "," 2,084 "," 2,126 "," 2,050 "," 2,054 "," 1,416 "," 1,881 "," 2,204 "," 2,036 "," 2,120 "," 1,131 "," 2,120 ",100%,4%,4%
,GVC,Bảo vệ,Security, 995 , 959 , 986 , 985 , 956 , 989 , 956 ," 1,072 "," 1,009 ", 966 , 467 , 313 , 390 , 208 , 390 ,100%,25%,-61%
,GVC,Vệ sinh,Cleaning_Center," 2,715 "," 2,705 "," 2,692 "," 2,689 "," 2,697 "," 2,660 "," 3,293 "," 3,020 "," 3,019 "," 3,007 "," 2,992 "," 2,982 "," 2,987 "," 1,593 "," 2,987 ",100%,0%,10%
,GVC,Khác,Others," 1,441 "," 1,313 "," 1,289 "," 1,133 "," 1,534 "," 1,645 "," 1,267 "," 1,213 "," 1,271 "," 1,082 "," 1,703 "," 1,155 "," 1,632 ", 762 ," 1,429 ",88%,24%,-1%
,GVC,Chi phí cố định - Thuê,Total Fixed cost-rental," 21,944 "," 22,508 "," 24,439 "," 24,067 "," 23,718 "," 24,838 "," 24,549 "," 23,694 "," 26,386 "," 25,368 "," 25,093 "," 25,589 "," 25,341 "," 13,515 "," 25,341 ",100%,-1%,15%
,GVC,Chi phí cố định - Khác,Total Fixed costs - Others," 1,324 "," 1,665 "," 1,779 "," 1,304 "," 1,177 "," 1,389 "," 1,359 "," 1,803 "," 1,275 ", 861 ," 1,135 ", 881 ," 1,008 ", 538 ," 1,008 ",100%,14%,-24%
,GVC,TỔNG CHI PHÍ,TOTAL COST," 97,711 "," 99,053 "," 89,800 "," 91,891 "," 93,258 "," 90,932 "," 92,773 "," 93,294 "," 72,203 "," 82,925 "," 86,529 "," 84,940 "," 103,132 "," 41,756 "," 78,292 ",76%,-8%,-20%
,GVC,,,,,,,,,,,,,,,,,,,,
,GVC,CASH EBITDA,," (2,331)"," (10,331)"," (41,622)"," (33,462)"," (28,885)"," (34,789)"," (36,673)"," (30,206)"," (56,855)"," (47,324)"," (34,360)"," (52,865)"," (20,132)"," (30,510)"," (57,206)",-51%,-26%,-58%
,GVC,CASH EBITDA MARGIN,,-2%,-12%,-86%,-57%,-45%,-62%,-65%,-48%,-370%,-133%,-66%,-165%,-24%,-271%,-271%,,,
,GVC,Staffing % Revenue,,26%,27%,49%,41%,34%,42%,41%,41%,152%,64%,48%,76%,27%,117%,117%,,,
,GVC,Fixed cost % Revenue,,19%,19%,38%,31%,28%,33%,34%,28%,105%,41%,35%,56%,21%,85%,85%,,,
,GVC,Fixed cost -Rental % Revenue,,23%,25%,51%,41%,37%,44%,44%,38%,172%,71%,48%,80%,31%,120%,120%,,,
,,,,,,,,,,,,,,,,,,,,,
21,WPC,Doanh thu NMS,NMS," 91,920 "," 92,980 "," 92,724 "," 108,821 "," 94,350 "," 63,501 "," 74,335 "," 57,556 "," 24,157 "," 74,231 "," 61,884 "," 61,870 "," 105,000 "," 25,335 "," 47,503 ",45%,-23%,-48%
,WPC,Doanh thu PT,PT," 112,990 "," 88,766 "," 68,373 "," 77,084 "," 80,847 "," 51,533 "," 119,695 "," 53,875 "," 5,248 "," 54,388 "," 66,892 "," 27,017 "," 110,000 "," 14,079 "," 26,398 ",24%,-2%,-77%
,WPC,Doanh thu Supplement,Supplement," 2,571 "," 1,602 ", 767 , 128 ," 1,448 ", 175 , -   , 187 , -   , -   , 597 , 260 ," 5,000 ", -   , -   ,0%,-100%,-100%
,WPC,Doanh thu Y&I,Y&I, -   , -   , -   , -   ," 1,945 "," 2,006 "," 1,229 ", -   ," 1,174 "," 2,404 ", -   , -   ," 4,000 "," 1,157 "," 2,169 ",54%,0%,0%
,WPC,Doanh thu Hypoxi,Hypoxi," 5,120 "," 10,897 "," 6,442 "," 6,121 "," 2,444 "," 2,842 "," 8,020 ", 925 , -   ," 4,007 ", 323 ," 3,946 "," 10,000 ", 673 ," 1,262 ",13%,-68%,-75%
,WPC,Doanh thu VAS,VAS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,WPC,Doanh thu Califresh & Retail,Califresh and Retail," 3,547 "," 3,630 "," 4,678 "," 3,359 "," 2,372 "," 4,370 "," 3,059 "," 2,726 "," 1,156 "," 2,425 "," 1,711 "," 2,034 "," 4,000 ", 878 ," 1,647 ",41%,-19%,-54%
,WPC,TỔNG DOANH THU,TOTAL REVENUE," 216,148 "," 197,875 "," 172,984 "," 195,514 "," 183,408 "," 124,427 "," 206,338 "," 115,269 "," 31,736 "," 137,455 "," 131,407 "," 95,127 "," 238,000 "," 42,122 "," 78,979 ",33%,-17%,-63%
,WPC,,,,,,,,,,,,,,,,,,,,
,WPC,Chi phí biến đổi theo doanh thu,Total Variable Cost," 75,869 "," 54,496 "," 59,009 "," 56,843 "," 66,922 "," 49,393 "," 62,879 "," 39,152 "," 14,868 "," 40,992 "," 38,411 "," 35,373 "," 74,136 "," 13,121 "," 24,602 ",33%,-30%,-68%
,WPC,Chi phí lương,Total Staffing cost," 34,565 "," 39,586 "," 35,249 "," 35,845 "," 36,790 "," 36,236 "," 32,079 "," 38,264 "," 36,375 "," 38,139 "," 38,406 "," 38,679 "," 37,073 "," 20,556 "," 38,542 ",104%,0%,12%
,WPC,Chi phí lương - NMS,Staffing - NMS," 9,471 "," 9,672 "," 10,390 "," 10,377 "," 11,904 "," 11,721 "," 13,237 "," 13,447 "," 12,870 "," 12,985 "," 12,340 "," 13,239 "," 11,399 "," 6,821 "," 12,790 ",112%,-3%,35%
,WPC,Chi phí lương - PT,Staffing - PT," 9,106 "," 9,443 "," 9,859 "," 9,826 "," 9,642 "," 9,938 "," 9,702 "," 9,765 "," 9,099 "," 8,814 "," 8,871 "," 8,958 "," 8,579 "," 4,754 "," 8,914 ",104%,0%,-2%
,WPC,Chi phí lương - Hypoxi,Staffing - Hypoxi," 2,109 "," 2,148 "," 2,131 "," 2,136 "," 1,754 "," 2,101 "," 2,279 "," 1,810 "," 1,544 "," 2,384 "," 2,482 "," 2,599 "," 2,482 "," 1,355 "," 2,540 ",102%,-2%,20%
,WPC,Chi phí lương - Califresh,Staffing - CAA, 985 ," 1,027 ", 873 , 874 , 826 , 894 , 882 , 997 , 916 ," 1,019 ", 973 , 985 ," 1,042 ", 522 , 979 ,94%,-1%,-1%
,WPC,Chi phí lương - Spa,Staffing - Spa, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0%,0%,0%
,WPC,Chi phí lương - Yoga,Staffing - Yoga," 3,855 "," 3,330 "," 3,411 "," 3,649 "," 3,733 "," 3,757 "," 3,646 "," 3,604 "," 3,594 "," 3,589 "," 3,632 "," 3,825 "," 3,632 "," 1,988 "," 3,728 ",103%,-3%,-3%
,WPC,Chi phí lương - GX,Staffing - GX, 675 , 665 , 613 , 707 , 674 , 627 , 624 , 698 , 712 , 752 , 770 , 759 , 770 , 408 , 764 ,99%,1%,13%
,WPC,Chi phí lương - MS,Staffing - MS," 7,506 "," 12,436 "," 7,118 "," 7,377 "," 7,361 "," 6,293 "," 1,037 "," 7,290 "," 6,986 "," 7,923 "," 8,744 "," 7,672 "," 8,574 "," 4,378 "," 8,208 ",96%,7%,9%
,WPC,Chi phí lương - CMO,Staffing - CMO, 857 , 864 , 854 , 898 , 896 , 905 , 672 , 654 , 657 , 673 , 596 , 642 , 596 , 330 , 619 ,104%,-4%,-28%
,WPC,Chi phí cố định,Total Fixed cost," 37,286 "," 37,422 "," 39,647 "," 40,195 "," 37,932 "," 38,561 "," 36,053 "," 38,620 "," 30,040 "," 35,036 "," 39,247 "," 38,283 "," 37,927 "," 20,675 "," 38,765 ",102%,1%,4%
,WPC,Sửa chữa & bảo trì,Repair & maintenance," 1,946 "," 3,404 "," 4,926 "," 5,467 "," 1,422 "," 2,287 "," 1,222 "," 3,239 "," 1,417 "," 1,954 "," 1,938 "," 1,266 "," 2,899 ", 855 ," 1,602 ",55%,27%,-18%
,WPC,Vật tư tiêu hao,Supplies," 3,526 "," 3,903 "," 4,248 "," 3,824 "," 4,470 "," 4,386 "," 4,092 "," 4,407 "," 2,957 "," 3,374 "," 3,515 "," 4,831 "," 3,918 "," 2,226 "," 4,173 ",107%,-14%,18%
,WPC,Vật tư tiêu hao,Utilities," 18,049 "," 15,480 "," 16,754 "," 17,213 "," 15,592 "," 16,190 "," 15,145 "," 15,829 "," 13,893 "," 16,000 "," 16,988 "," 17,701 "," 16,167 "," 9,250 "," 17,345 ",107%,-2%,-4%
,WPC,Chi phí chung khác,Other OH," 13,764 "," 14,636 "," 13,720 "," 13,691 "," 16,448 "," 15,699 "," 15,594 "," 15,145 "," 11,773 "," 13,709 "," 16,805 "," 14,485 "," 14,943 "," 8,344 "," 15,645 ",105%,8%,14%
,WPC,Giặt khăn,Laundry Service," 5,017 "," 5,090 "," 5,065 "," 5,060 "," 7,142 "," 4,275 "," 5,384 "," 4,882 "," 3,826 "," 5,202 "," 5,426 "," 6,275 "," 5,851 "," 3,120 "," 5,851 ",100%,-7%,17%
,WPC,Bảo vệ,Security, 750 , 773 , 744 , 824 , 787 , 787 , 631 ," 1,014 ", 902 , 898 , 896 , (327), 284 , 152 , 284 ,100%,-187%,-62%
,WPC,Vệ sinh,Cleaning_Center," 4,463 "," 4,525 "," 4,413 "," 4,345 "," 4,734 "," 7,119 "," 5,740 "," 5,840 "," 4,482 "," 4,470 "," 7,034 "," 5,751 "," 6,392 "," 3,409 "," 6,392 ",100%,11%,43%
,WPC,Khác,Others," 3,534 "," 4,249 "," 3,497 "," 3,462 "," 3,785 "," 3,517 "," 3,839 "," 3,410 "," 2,563 "," 3,138 "," 3,449 "," 2,786 "," 2,416 "," 1,663 "," 3,117 ",129%,12%,-12%
,WPC,Chi phí cố định - Thuê,Total Fixed cost-rental," 47,265 "," 48,693 "," 50,396 "," 49,653 "," 49,733 "," 52,151 "," 48,763 "," 51,595 "," 56,358 "," 51,317 "," 51,803 "," 53,398 "," 52,601 "," 28,054 "," 52,601 ",100%,-1%,11%
,WPC,Chi phí cố định - Khác,Total Fixed costs - Others," 3,036 "," 3,328 "," 3,159 "," 3,127 "," 3,344 "," 3,364 "," 3,075 "," 3,420 "," 2,482 "," 3,050 "," 2,496 "," 2,130 "," 2,313 "," 1,233 "," 2,313 ",100%,9%,-24%
,WPC,TỔNG CHI PHÍ,TOTAL COST," 198,021 "," 183,525 "," 187,460 "," 185,663 "," 194,722 "," 179,704 "," 182,849 "," 171,052 "," 140,124 "," 168,535 "," 170,363 "," 167,862 "," 204,050 "," 83,639 "," 156,822 ",77%,-7%,-21%
,WPC,,,,,,,,,,,,,,,,,,,,
,WPC,CASH EBITDA,," 18,127 "," 14,350 "," (14,476)"," 9,851 "," (11,314)"," (55,277)"," 23,489 "," (55,783)"," (108,388)"," (31,080)"," (38,955)"," (72,735)"," 33,950 "," (41,516)"," (77,843)",-44%,-10%,-43%
,WPC,CASH EBITDA MARGIN,,8%,7%,-8%,5%,-6%,-44%,11%,-48%,-342%,-23%,-30%,-76%,14%,-99%,-99%,,,
,WPC,Staffing % Revenue,,16%,20%,20%,18%,20%,29%,16%,33%,115%,28%,29%,41%,16%,49%,49%,,,
,WPC,Fixed cost % Revenue,,17%,19%,23%,21%,21%,31%,17%,34%,95%,25%,30%,40%,16%,49%,49%,,,
